Task,Label
i have to organize the presentation for the physics project at nine pm tomorrow,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date"
i need to finalize a slide by Friday.,"O,O,O,B-Task,I-Task,I-Task,O,B-Date"
prioritize a rideshare for the wedding which is on Tuesday by tomorrow at 5:10,"B-Task,I-Task,I-Task,I-Task,O,B-Task,O,O,O,O,O,B-Date,O,B-Time"
send the phone report in 3 days at 11:25 am,"B-Task,O,B-Task,I-Task,B-Date,I-Date,I-Date,O,B-Time,I-Time"
clean the apple today,"B-Task,O,B-Task,B-Date"
wrap up my dry cleaning in 6 days,"B-Task,I-Task,O,B-Task,I-Task,B-Date,I-Date,I-Date"
share the new lawn about onboarding next Wednesday,"B-Task,O,B-Task,I-Task,I-Task,I-Task,B-Date,I-Date"
test the project report by 9PM on Monday,"B-Task,O,B-Task,I-Task,O,B-Time,O,B-Date"
i have to update the presentation for the training session at five PM tomorrow,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date"
arrange the report and email it by Tuesday at four PM,"B-Task,O,B-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
on aug 10th at 8 buy the project project timeline,"O,B-Date,I-Date,O,B-Time,B-Task,O,B-Task,I-Task,I-Task"
share lyrics for the birthday on aug 22nd at 21:30,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time"
update the new book about onboarding next Saturday,"B-Task,O,B-Task,I-Task,I-Task,I-Task,B-Date,I-Date"
arrange lawn for the ritual scheduled at noon on sep 12th,"B-Task,I-Task,I-Task,O,B-Task,O,O,B-Time,O,B-Date,I-Date"
learn a plumber appointment for next Friday at 7:50 pm,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
make sure to pick up the exhibition certification by today at midnight,"O,O,O,B-Task,I-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
check the report and test it by Sunday at four AM,"B-Task,O,B-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
arrange a architect appointment on june 2nd around noon,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time"
analyze a rideshare for the interviewceremony which is on Saturday by tomorrow at 6:15,"B-Task,I-Task,I-Task,I-Task,O,B-Task,O,O,O,O,O,B-Date,O,B-Time"
review UI mockup for the North Christopherstad branch tomorrow noon,"B-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,I-Task,B-Date,B-Time"
drop off my dry cleaning in 6 days,"B-Task,I-Task,O,B-Task,I-Task,B-Date,I-Date,I-Date"
i need to prioritize chapter five of the biology textbook by Sunday.,"O,O,O,B-Task,I-Task,I-Task,O,O,O,O,O,B-Date"
add the project report by 9a.m. on Friday,"B-Task,O,B-Task,I-Task,O,B-Time,O,B-Date"
reserve a rideshare for the webinar which is on Wednesday by today at 9:00,"B-Task,I-Task,I-Task,I-Task,O,B-Task,O,O,O,O,O,B-Date,O,B-Time"
reserve a taxi for the math quiz on Saturday by tomorrow at 3:00,"B-Task,O,B-Task,I-Task,O,B-Task,I-Task,O,O,O,B-Date,O,B-Time"
deal with the headphones for the trade show that is in nine weeks at 11:20 a.m.,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time"
remind me to submit the tech conference report before Saturday at 3:25 p.m.,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
go over Daniel's medical prescriptions on january 11th at 11:30 PM.,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
finish note for the exhibition scheduled at noon on november 24th,"B-Task,I-Task,I-Task,O,B-Task,O,O,B-Time,O,B-Date,I-Date"
finish reading chapter 3 of panel discussion book until the 20th of oct,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,O,B-Date,I-Date,I-Date"
test the monthly performance review by the deadline on april 9th at 4:00.,"B-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
analyze preliminary idea report by 9:15 PM on Sunday,"B-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,O,B-Date"
clean the new charger made by Shani until Sunday at 7:30,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
study a rideshare for the parade which is on Monday by tomorrow at 6:00,"B-Task,I-Task,I-Task,I-Task,O,B-Task,O,O,O,O,O,B-Date,O,B-Time"
pick up the ruler that Noam needs for the vacation happening tomorrow at 1:45PM,"B-Task,I-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,O,B-Date,O,B-Time"
read tickets for the trip on april 12th at 4:15 p.m..,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time,I-Time"
set up my dry cleaning in 9 days,"B-Task,I-Task,O,B-Task,I-Task,B-Date,I-Date,I-Date"
on november 17th at 16 watch the project team meeting,"O,B-Date,I-Date,O,B-Time,B-Task,O,B-Task,I-Task,I-Task"
test the new clock made by Gal until Sunday at 10:25,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
buy mail confirmation tomorrow at 5:45,"B-Task,I-Task,I-Task,B-Date,O,B-Time"
deal with my dry cleaning in 10 days,"B-Task,I-Task,O,B-Task,I-Task,B-Date,I-Date,I-Date"
i need to reserve a ruler by Wednesday.,"O,O,O,B-Task,I-Task,I-Task,O,B-Date"
set up the document for the press conference that is in 4 weeks at 3:20 p.m.,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time"
confirm the new garden made by Mom until Wednesday at 3:50,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
review the project report by 6pm on Tuesday,"B-Task,O,B-Task,I-Task,O,B-Time,O,B-Date"
coordinate the project report by 4am on Monday,"B-Task,O,B-Task,I-Task,O,B-Time,O,B-Date"
attend the paper tray by the 14th at 7:50 AM,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
plan mail confirmation tomorrow at 11:15,"B-Task,I-Task,I-Task,B-Date,O,B-Time"
Remember to study with Grandma about the math quiz scheduled for Sunday noon,"O,O,B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,O,B-Date,B-Time"
i have a project timeline scheduled for Wednesday next week at 12:45,"O,O,O,B-Task,I-Task,O,O,B-Date,I-Date,I-Date,O,B-Time"
i have a networking event scheduled for Saturday next week at 8:15,"O,O,O,B-Task,I-Task,O,O,B-Date,I-Date,I-Date,O,B-Time"
finish reading chapter 2 of project timeline book until the 26th of march,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,O,B-Date,I-Date,I-Date"
add Noa for his parade which is today next week,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date"
schedule a table at Dana's for Wednesday at 10:10 PM,"B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
return Noam's parade gift before november 14th,"B-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date"
book preliminary idea report by 11:40 p.m. on Saturday,"B-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,O,B-Date"
reserve Mom to share the worker by midnight on the 13th,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,B-Date,I-Date,I-Date"
send Grandpa for his haircut which is tomorrow next week,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date"
organize the report and check it by Sunday at twelve p.m.,"B-Task,O,B-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
read the intern report in twelve days at 3:25 pm,"B-Task,O,B-Task,I-Task,B-Date,I-Date,I-Date,O,B-Time,I-Time"
practice the report and email it by Wednesday at 3 a.m.,"B-Task,O,B-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
I'm having a fair with Dana at the cafe tomorrow at noon,"O,O,O,B-Task,I-Task,I-Task,O,O,O,B-Date,O,B-Time"
review tickets for the exhibition on april 28th at 11:50 p.m..,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time,I-Time"
manage lyrics for the concert on april 30th at 21:30,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time"
drop off my dry cleaning in 5 days,"B-Task,I-Task,O,B-Task,I-Task,B-Date,I-Date,I-Date"
email the new mockup made by Dalton until Wednesday at 11:10,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
finalize the report and review it by Monday at six am,"B-Task,O,B-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
follow up the banana that John needs for the reunion happening today at 7:00a.m.,"B-Task,I-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,O,B-Date,O,B-Time"
clean a architect appointment on sep 29th around noon,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time"
analyze a dentist appointment on january 14th around noon,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time"
look into Boss's medical prescriptions on august 15th at 12:30 p.m..,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
read the sales report by the 6th at 9:50 a.m.,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
learn John on her exhibition which is on the 13th at four am.,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time"
watch the garden report in three days at 4:00 AM,"B-Task,O,B-Task,I-Task,B-Date,I-Date,I-Date,O,B-Time,I-Time"
manage ritual tickets tomorrow at 9:45 PM.,"B-Task,I-Task,I-Task,B-Date,O,B-Time,I-Time"
complete Dad about the team meeting by next week,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date"
buy the coffee table before the vacation on Monday at 3:20,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
wrap up Tahel's medical prescriptions on june 26th at 4:40 p.m..,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
add the new computer made by Boss until Wednesday at 11:00,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
schedule Boss about the trade show by next week,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date"
design tickets for the tournament on july 10th at 6:25 am.,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time,I-Time"
review a new car key by tomorrow at noon,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time"
buy the hammer and hammer by oct 13th at 8:10 p.m.,"B-Task,O,B-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
prioritize tournament tickets tomorrow at 11:50 p.m..,"B-Task,I-Task,I-Task,B-Date,O,B-Time,I-Time"
i need to book chapter twelve of the biology textbook by Wednesday.,"O,O,O,B-Task,I-Task,I-Task,O,O,O,O,O,B-Date"
finish reading chapter ninety of board meeting book until the 3rd of aug,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,O,B-Date,I-Date,I-Date"
make sure to wrap up the festival certification by tomorrow at midnight,"O,O,O,B-Task,I-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
prepare preliminary idea report by 1:20 a.m. on Friday,"B-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,O,B-Date"
complete a table at Ron's for Sunday at 12:50 PM,"B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
prepare tickets for the tribute on november 29th at 12:10 p.m..,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time,I-Time"
look into Daniel's medical prescriptions on apr 29th at 8:10 am.,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
book Gal about the trade show by next week,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date"
don't forget to practice the party tickets by today at 1:50,"O,O,O,B-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
i have to analyze the presentation for the math quiz at five AM tomorrow,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date"
update John for his commemoration which is tomorrow next week,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date"
reserve the new code about onboarding next Friday,"B-Task,O,B-Task,I-Task,I-Task,I-Task,B-Date,I-Date"
call a doctor appointment on jan 31st around noon,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time"
prioritize lyrics for the carnival on aug 26th at 21:30,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time"
share the note and note by nov 6th at 7:15 pm,"B-Task,O,B-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
manage a new coffee table by tomorrow at noon,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time"
clean a new coffee table by tomorrow at noon,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time"
tomorrow i have to manage the headphones for the june lunch,"B-Date,O,O,O,B-Task,O,B-Task,I-Task,O,B-Task,I-Task"
wrap up the monthly expense summary by the deadline on april 20th at 10:25,"B-Task,I-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
finalize lyrics for the concert on feb 2nd at 21:30,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time"
prepare Noam about the networking event by next week,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date"
call rally tickets today at 4:10 AM.,"B-Task,I-Task,I-Task,B-Date,O,B-Time,I-Time"
practice a new gym bag by today at noon,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time"
remind me to email the networking event report before Tuesday at 1:15 p.m.,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
I'm having a birthday with Daniel at the cafe tomorrow at noon,"O,O,O,B-Task,I-Task,I-Task,O,O,O,B-Date,O,B-Time"
i need to test a keyboard by Sunday.,"O,O,O,B-Task,I-Task,I-Task,O,B-Date"
i need to schedule an update mail to the team at 6:40 p.m. today,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Task,O,B-Time,I-Time,B-Date"
add a taxi for the math quiz on Monday by tomorrow at 4:50,"B-Task,O,B-Task,I-Task,O,B-Task,I-Task,O,O,O,B-Date,O,B-Time"
design the project report by 1AM on Monday,"B-Task,O,B-Task,I-Task,O,B-Time,O,B-Date"
design mail confirmation today at 1:20,"B-Task,I-Task,I-Task,B-Date,O,B-Time"
finish reading chapter 97 of networking event book until the 16th of apr,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,O,B-Date,I-Date,I-Date"
finish reading chapter fifty of client presentation book until the 29th of jul,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,O,B-Date,I-Date,I-Date"
organize the new tablet made by Dror until Thursday at 6:15,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
sort out the mockup that Dad needs for the rally happening tomorrow at 5:00am,"B-Task,I-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,O,B-Date,O,B-Time"
study the new mockup about onboarding next Tuesday,"B-Task,O,B-Task,I-Task,I-Task,I-Task,B-Date,I-Date"
make sure to wrap up the graduation certification by tomorrow at midnight,"O,O,O,B-Task,I-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
go through my dry cleaning in 10 days,"B-Task,I-Task,O,B-Task,I-Task,B-Date,I-Date,I-Date"
check out the report that Daniel needs for the fair happening tomorrow at 3:50p.m.,"B-Task,I-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,O,B-Date,O,B-Time"
complete Jonathan on her tribute which is on the 28th at eleven AM.,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time"
finish a rideshare for the graduation which is on Tuesday by tomorrow at 6:40,"B-Task,I-Task,I-Task,I-Task,O,B-Task,O,O,O,O,O,B-Date,O,B-Time"
book the garden report in eight days at 6:20 a.m.,"B-Task,O,B-Task,I-Task,B-Date,I-Date,I-Date,O,B-Time,I-Time"
confirm Lia on her protest which is on the 19th at twelve AM.,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time"
reserve a doctor appointment on april 16th around noon,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time"
watch the radio before seven p.m. today and then email,"B-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date,O,O,O"
practice a taxi for the trade show on Wednesday by tomorrow at 7:45,"B-Task,O,B-Task,I-Task,O,B-Task,I-Task,O,O,O,B-Date,O,B-Time"
i need to analyze a watch by Saturday.,"O,O,O,B-Task,I-Task,I-Task,O,B-Date"
design a table at Dad's for Friday at 4:10 p.m.,"B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
don't forget to schedule the tribute tickets by tomorrow at 10:30,"O,O,O,B-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
watch a new updated budget by tomorrow at noon,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time"
plan a new car key by today at noon,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time"
study lyrics for the graduation on dec 2nd at 21:30,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time"
reserve for the trade show on Tuesday,"B-Task,I-Task,O,B-Task,I-Task,O,B-Date"
schedule tickets for the birthday on aug 9th at 12:25 a.m..,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time,I-Time"
return a new inventory levels by tomorrow at noon,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time"
i need to complete a mockup by Friday.,"O,O,O,B-Task,I-Task,I-Task,O,B-Date"
analyze Grandpa for his exhibition which is today next week,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date"
look into the note that Shani needs for the exhibition happening today at 1:25p.m.,"B-Task,I-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,O,B-Date,O,B-Time"
prepare tickets for the memorial on nov 15th at 8:40 PM.,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time,I-Time"
watch preliminary idea report by 12:45 AM on Monday,"B-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,O,B-Date"
finish the monthly performance review by the deadline on july 6th at 3:30.,"B-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
prepare Grandma's carnival gift before january 16th,"B-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date"
remind me to return the board meeting report before Thursday at 2:10 pm,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
design the new banana made by Boss until Monday at 2:10,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
finalize a taxi for the math quiz on Monday by today at 4:50,"B-Task,O,B-Task,I-Task,O,B-Task,I-Task,O,O,O,B-Date,O,B-Time"
add a table at Daniel's for Thursday at 12:40 pm,"B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
organize a table at Lia's for Tuesday at 5:45 a.m.,"B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
i have to manage the presentation for the tech conference at 8 pm today,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date"
check out the monthly expense summary by the deadline on jun 27th at 12:40,"B-Task,I-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
mow the ice cream before the observance on Saturday at 7:10,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
test a taxi for the client presentation on Thursday by today at 11:50,"B-Task,O,B-Task,I-Task,O,B-Task,I-Task,O,O,O,B-Date,O,B-Time"
confirm album for the memorial scheduled at noon on april 17th,"B-Task,I-Task,I-Task,O,B-Task,O,O,B-Time,O,B-Date,I-Date"
email Noa in 7 days around 4,"B-Task,I-Task,B-Date,I-Date,I-Date,O,B-Time"
test a taxi for the project timeline on Sunday by today at 6:50,"B-Task,O,B-Task,I-Task,O,B-Task,I-Task,O,O,O,B-Date,O,B-Time"
i need to manage the physics project in Suttonport after 2:45 this Tuesday,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,O,B-Time,O,B-Date"
reserve the pen before seven am today and then test,"B-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date,O,O,O"
i need to buy an update mail to the team at 5:20 am tomorrow,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Task,O,B-Time,I-Time,B-Date"
mow the report and submit it by Thursday at eight p.m.,"B-Task,O,B-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
review Dad in 8 days around 3,"B-Task,I-Task,B-Date,I-Date,I-Date,O,B-Time"
learn the new code about onboarding next Tuesday,"B-Task,O,B-Task,I-Task,I-Task,I-Task,B-Date,I-Date"
i need to analyze the panel discussion in Watsonhaven after 12:00 this Sunday,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,O,B-Time,O,B-Date"
complete a new inventory levels by tomorrow at noon,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time"
mow the table and table by december 20th at 5:45 a.m.,"B-Task,O,B-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
email tickets for the tribute on june 22nd at 12:10 PM.,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time,I-Time"
go over the watch that Noam needs for the gathering happening tomorrow at 5:15pm,"B-Task,I-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,O,B-Date,O,B-Time"
look into the notebook for the trade show that is in 4 weeks at 4:30 pm,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time"
reserve the project report by 7p.m. on Thursday,"B-Task,O,B-Task,I-Task,O,B-Time,O,B-Date"
coordinate lyrics for the fair on december 3rd at 21:30,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time"
manage the photo album before the carnival on Saturday at 9:00,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
analyze the report and submit it by Saturday at 8 am,"B-Task,O,B-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
i have a team lunch scheduled for Saturday next week at 4:20,"O,O,O,B-Task,I-Task,O,O,B-Date,I-Date,I-Date,O,B-Time"
finish reading chapter seven of panel discussion book until the 13th of feb,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,O,B-Date,I-Date,I-Date"
manage Grandpa on her protest which is on the 6th at two AM.,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time"
i have to study the presentation for the physics project at 10 a.m. tomorrow,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date"
